Sample,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC_1,QC_2,QC_3,QC_11,QC_18,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
Lable,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC,QC,QC,QC,QC,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
pos-M703T449,2348935.298,4078719.035,3707653.488,2498620.727,2055990.893,2315462.176,2131728.885,3730567.151,4825164.748,1797375.837,2469423.841,3408620.26,1157850.576,1189713.682,3571093.898,2421942.309,2695065.303
pos-M703T51,1644854.303,273814.2622,369775.4449,512680.6042,348112.7585,124496.3494,482637.292,490242.5523,327812.21,456412.7302,476638.1479,138468.4695,488881.9416,1647640.933,115095.4886,883570.0716,114756.4657
pos-M703T59,370782.6463,675574.3465,756763.9128,726956.4939,783767.628,622681.1998,476918.3869,560348.5819,588878.9236,569611.9565,553898.1887,807152.2238,328183.6854,372305.7702,184179.6644,489112.614,364025.1316
pos-M704T262,5704340.983,663924.8111,19875523.14,15566984.86,14306881.21,9100005.183,6170925.037,9635479.477,11108783.74,11990542,14665110.46,1220935.038,12377372.84,15607061.57,15095889.01,19568859.79,17189490.98
pos-M704T284,3404170.562,1918355.552,31582296.82,27048270.65,14757938.35,58100413.43,23308831.38,51015858.22,43698203.61,29421676.46,23858743.86,3031723.768,46261731.98,46353711.51,10691879.26,121497999.8,53867608.65
pos-M704T346,41105393.19,6778357.221,45111063.8,58866419.92,46812891.22,45344579.64,41857860.84,59396467.06,52334549.62,95208550.04,68790530.25,3102214.963,84419936.75,59182707.14,50362725.4,109732924.7,46381057.73
pos-M704T361,19499368.74,14208593.51,62758205.36,6743916.012,42309122.66,60848188.75,54885073.4,40581697.34,67209459.24,38974364.38,38379734.65,3600091.656,40963541.4,38118179.55,37699063.42,57619310.44,64593212.34
pos-M704T404,12610844.32,44295003.43,63952657.43,65828811.28,11879992.19,46304616.34,86575268.43,108335022.5,70609879.23,57562622.39,54168672.54,3101227.813,53820719.56,34388908.91,48685573.63,116036195.4,131740576.5
pos-M704T442,14594325.21,308060707.9,83597199.97,100510410.8,143581040.1,264125935.1,192622942.8,199349958.5,241537929.7,148765047,162801646.6,9531042.12,337204257.5,233904272.8,173777837.1,283449055.1,59102396.01
pos-M704T464,1902259.063,2971868.498,1138643.047,1267753.654,2522215.962,2836320.103,919020.5426,661579.3341,734496.5669,1153560.583,821308.643,316076.2873,437217.787,257492.4612,320122.6253,335786.6074,440232.4202
pos-M704T483,2628706.598,37180785.64,34591117.71,33566462.63,30450528.68,58973596.36,19564013.34,35347419.31,37601918.26,28994336.84,15552845.04,1844087.226,53362779.83,38157004.52,39759001.29,55992434.19,51060928.23
pos-M704T506,1038596.961,12235504.05,8395096.412,11057104.75,19403018.74,22096553.81,8734740.672,9622506.817,10054472.32,13820399.75,13899658.47,631461.6753,11735669.7,13195858.58,17133753.94,27475426.58,22680105.74
pos-M704T520,920111.3243,1314179.567,420271.909,2375619.591,708206.0374,922954.9004,419696.5205,382192.0881,486991.5131,303715.8858,523520.374,17793.3198,47296.58882,39943.47585,596238.2028,157109.1527,86784.29864
pos-M704T522,3511325.418,1589971.938,2358390.185,4303726.913,8368875.97,10918925.87,1319407.355,2135358.013,2705657.388,3807968.751,1239033.841,636506.3833,567937.3016,435042.8738,619758.1014,354632.1532,677805.361
pos-M704T557,7491957.716,55570363.51,58888312.53,67937779.13,84162682.15,112931669.4,57042610.21,82823855.1,82713078.26,49535393.97,62562355.56,3389973.987,70024239.36,63151332.27,51488669.43,94877914.82,67702335.3
pos-M705T300,10296447.74,777245.0194,22541708.34,19368357.84,10253356.33,33971124.09,20223512.71,3624573.411,19157299,17365261.59,15206840.19,1338342.434,14393956.41,28529613.81,25280467.66,21484713.49,11202086.55
pos-M705T347,11333174.14,2492745.512,19153710.2,31344659.09,18985728.85,26796166.48,18613851.14,26835390.21,20342638.03,23497327.87,31659126.5,778476.7768,36173404.38,26906778.01,18143208.86,29802805.93,18725891.11
pos-M705T407,6817077.464,23007799.14,31009378.36,32036663.25,37063904.67,53109676.37,51912807.29,24965037.14,30609573.32,25977026.75,28236165.42,1241469.04,21276332.83,35471583.64,26608885.25,22002956.85,56636480.98
pos-M705T50,778838.114,1109998.758,825289.0808,947418.7325,1050050.101,1303423.232,853520.7107,902874.1201,852607.8949,822016.1692,890449.7154,1048578.604,663172.6346,615326.0727,1052313.236,648011.21,809403.227
pos-M705T503,536817.8903,6125572.103,3772927.654,9157463.419,7185119.845,8374300.077,8441902.615,3963105.779,4383898.241,4143743.508,4607206.891,49239.17302,5901573.068,6611844.658,11527527.83,13984846.4,5138993.351
pos-M705T557,2647875.928,23366625.55,25093492.49,29807673.46,46558354.2,49187511.72,24411444.4,36205494.69,36259932.95,21153628.08,27210793.66,1306265.169,30203512.36,27698144.65,22684030,40592186.4,29003337.29
pos-M706T262,758177.205,59147.25598,915721.8495,1171889.22,1701852.101,1453239.104,826726.5948,1007166.195,1336101.453,976802.5077,1249785.651,277073.4358,862589.9698,1334242.384,1641100.428,1291039.118,5257576.359
pos-M706T284,2840154.398,273474.5144,3417935.524,4207805.876,4200835.065,5027230.458,4101816.06,3860863.868,5071165.585,2619707.101,4989351.835,849191.0642,2769006.322,8511037.101,3660872.623,2910011.541,8351923.395
pos-M706T296,2547441.127,175104.304,3462096.033,5397264.005,4344140.979,5278597.493,10466629.15,4377156.22,5427497.16,4561576.973,4330207.417,886024.9419,2903819.632,3960588.82,6095807.14,3852178.48,642536.6227
pos-M706T346,3208209.647,294314.7713,5064942.818,11512329.46,5112262.617,13283039.57,5386590.704,5818974.063,5195722.957,5963344.438,3910765.343,348212.3901,5373894.183,14020645.03,4488021.768,12402923.82,10010996.16
pos-M706T363,2268338.873,1544776.822,4718720.231,6063861.114,4903136.411,5621360.396,6695835.356,7509243.545,8012681.495,5762765.096,2994276.367,345111.2094,4687673.742,3829257.38,4442181.508,5204377.897,3639697.441
pos-M706T401,3796172.941,8985720.052,10206035.31,10835313.53,8746912.012,7508611.335,4969320.921,8576872.219,8049993.054,10340272.83,5693772.94,1136768.412,10415365.84,10484303.46,22522181.25,8949973.246,5041002.019
pos-M706T417,2580852.276,4951082.464,7227178.074,7099442.112,6454614.448,4997695.104,5208894.799,6351886.125,6016383.227,5315149.361,3858941.232,358563.7462,7255996.354,8815577.785,5855840.44,6627157.029,3607570.035
pos-M706T468,1009131.716,2733069.09,3234869.75,5495166.505,2987671.375,3071482.956,3119251.368,6210902.495,2773252.159,2583206.877,2058975.355,57910.8946,3897384.503,3169417.912,2684690.224,7849368.595,2602827.075
pos-M706T557,1833284.732,5433316.327,6800313.073,7681491.744,8806023.118,9810922.081,6054298.97,8938158.446,9156805.133,5473249.435,6871175.369,363383.4139,7592760.453,6796783.536,7066594.65,10178647.71,7395132.995
pos-M707T50,255212.6595,1284968.398,1027609.337,1137526.502,960669.1889,1276691.788,849524.3047,843499.5147,892845.8941,836223.7704,902601.6212,1039837.126,692883.5793,417267.7904,1099298.973,682342.2027,1036097.716
pos-M707T557_1,2963044.719,1084621.983,807827.2587,2443459.843,1718172.107,3437564.947,1931058.077,1847525.354,1908980.247,2313999.417,2523714.86,2111074.228,106016.1931,2217065.377,2102466.576,2339120.966,2340898.49
pos-M707T557_2,475212.222,796993.6712,1362874.275,1405368.807,2014480.042,2599765.051,1402374.052,1632660.041,1402803.666,1003449.937,1527709.198,13715.49013,1195814.157,1370596.042,1275186.135,1863249.549,1379235.442
pos-M709T48,515501.7993,205190.2077,240998.8712,257050.6522,196088.4956,218388.7515,212565.8134,220492.5183,184436.2028,215852.4122,239499.8278,75195.63043,189518.1887,164909.4031,204788.1821,208773.2074,68980.85526
pos-M709T50,501204.7633,466728.12,272798.2931,486892.6677,420813.0345,456964.9794,508303.347,360551.9905,389880.6682,430386.6423,325160.2117,251702.0205,210053.5219,211153.216,236056.7516,377919.743,167204.0113
pos-M709T57,786009.6235,2251161.643,1324463.35,1792138.335,1241839.137,1901565.39,1342810.124,1217419.437,1125404.053,1026011.315,1349192.945,2020320.132,881547.8736,763832.0115,481108.1977,1042093.892,976375.303
pos-M70T56,1154058.966,1177206.011,1411968.246,1144055.29,1226803.513,962940.9178,1994951.605,1179604.12,1125044.248,1105620.403,1111202.386,1091556.768,1430544.057,3505822.209,2170321.568,1100413.656,1033048.068
pos-M711T47,130135.4745,484241.556,411471.3586,439908.9939,416437.3247,350960.3168,411531.572,430291.7542,356724.1944,387011.2796,387913.9917,76066.82641,396014.1632,219846.2387,188818.7505,301449.8437,165222.0328
pos-M711T51,1249453.65,424206.3999,529978.3266,961973.2231,763375.8576,438514.2574,703495.1176,560092.6982,612399.1838,455180.4129,464476.1628,341003.2376,380017.3634,1030570.332,180836.9296,845268.7384,108452.5432
pos-M713T205,9410.045651,56117.12101,228575.0041,75411.64157,36876.09084,71079.87656,75911.32238,65979.03204,107655.2078,143033.1908,112015.478,130553.0321,94950.69017,209721.122,29608.86885,9955.605275,579757.4444
pos-M713T48,224174.2144,571412.4312,377769.035,440346.0152,335852.3238,277411.3404,470921.9541,406073.4925,531709.847,267887.655,433870.8954,105613.023,471257.5169,325840.1113,133596.4937,463525.8885,231100.0581
pos-M713T50,341620.2342,768209.1663,879135.0487,783815.9503,673852.2079,1444145.135,794263.5918,689351.5972,682090.9758,681010.523,580475.5685,2069637.825,418292.6027,247812.7467,1554261.11,342582.0668,1025163.439
pos-M714T257,151821.9745,1558029.964,346385.8974,163659.3161,418589.6502,459252.7516,292974.5035,296441.923,387759.0737,471696.9107,437866.8611,1339686.853,379032.6695,68976.07465,400398.3735,260227.7435,412736.1938
pos-M715T257,23333.74622,587753.9103,158006.5615,14121.54966,129507.156,125111.3079,107473.0012,105552.0937,95980.98025,176901.1065,162997.9429,496170.0403,124257.1565,28754.42584,176991.3378,61676.00052,147784.1601
pos-M715T49,320275.7298,207139.0575,364077.0058,461204.0838,406049.1528,301361.8686,626972.206,559232.8146,501549.6944,578905.5231,557898.0838,124367.4849,536972.6625,582348.8869,70668.06843,763084.3691,158359.1734
pos-M715T50,759194.0484,642309.5383,576776.194,551338.2499,427158.3187,775708.9876,250791.5389,289359.8675,302140.5446,463098.4885,371174.772,1245903.263,248354.674,271593.5794,857063.8272,237177.5495,573333.9307
pos-M717T48,355921.5761,325648.2529,180004.6188,234612.1682,200527.0981,400866.1559,192266.009,154487.0763,180500.6184,134670.8988,274336.2429,636666.9122,159807.8622,44604.42168,548091.6532,74284.99547,281672.9103
pos-M717T54,985411.4107,491209.073,436713.5206,614560.2274,362531.941,275219.8733,383741.5923,308184.5784,520314.6183,439993.3417,197062.3065,142423.8211,355464.7767,686185.6062,121200.2684,935916.7136,39754.85185
pos-M717T557,1359274.13,1761488.272,126425.9261,1312005.234,2085862.866,1359231.378,1239327.988,1355911.432,1324652.934,1122402.958,882717.2356,1059540.175,555381.7416,872873.393,1633894.663,1127907.09,1275937.659
pos-M717T60,34089.67241,58100.30683,271876.079,351531.9341,598595.0757,185032.769,275782.4265,363716.4018,171291.8942,324829.8116,181554.3545,117510.447,46929.09757,226020.5727,359220.4668,83568.13938,259528.4106
pos-M718T480,3437659.12,2508679.086,1530226.883,875756.1294,1311701.861,4612667.587,1054478.331,1417215.835,1590983.579,2213379.962,2153412.092,1481329.953,45311.1562,54893.96064,1251543.19,748232.4646,1138206.195
pos-M718T558,552688.4942,59268.56368,363752.5757,513296.0532,659089.3863,923807.4528,312290.5388,337022.0301,295741.4688,729062.3707,405491.385,315029.9976,61063.94497,704090.4829,396090.3142,959366.7029,558136.3812
pos-M719T48,199665.8097,342018.7889,173069.6609,141514.9955,168082.9121,470125.0015,175896.4809,239793.6593,171620.3682,129207.598,121031.117,469924.2348,109918.9363,48606.73582,460278.2652,48760.68317,169836.4573
pos-M719T557_2,1464478.094,1683383.645,1141816.438,1259921.056,1020365.815,1378678.635,1221258.408,1061935.57,1197896.3,955597.1436,653775.2032,1540918.787,1086435.122,1220640.799,911835.8404,1139483.213,1134108.324
pos-M71T195,320078.7583,119197.0211,120838.5924,171933.3691,151395.3914,311693.2993,113773.46,322980.4118,171033.0883,197120.3896,176528.0192,172264.0612,184480.1118,185952.635,132307.8467,167943.9099,107912.3507
pos-M71T353,1337477.903,2865080.889,3351621.222,1643041.749,2745615.971,2197625.85,1979871.393,2033231.283,1994324.127,1130623.769,2563027.083,2881997.321,2716577.125,2488689.551,2712231.895,1977456.844,2807221.587
pos-M71T448,43364251.06,32129099.68,102117178.8,105919934.3,111123026,258461706.7,87447225.46,97795721.73,89622948.48,46001088.9,24714134.46,92797512.95,89550635.12,77587965.96,73299883.9,63559458.59,74415848.85
pos-M71T47,22820.00808,76736.3829,281302.6778,210476.0707,122899.0238,284929.8472,65698.23725,160768.9686,71036.03395,150013.3991,174038.9187,304616.9178,168790.22,15712.96031,422470.2182,67155.36218,339813.3073
pos-M71T475,91139018.95,164765705.9,154847844.4,97877360.12,60771835.57,105009444.7,140056126.4,64134489.6,127327317.4,113952100.7,120244084.7,97908950.98,103594609.5,81002129.98,65243949.32,159917817.2,124765358.4
pos-M71T543,720019819.7,397179616.6,702565909.1,709543779.5,672665873.8,460961725,614309557.3,639574059.5,341957123.6,671227157.8,324022984.3,374732710.8,735333683.2,480249372.7,672510056.3,496401720.9,664317329.9
pos-M720T557,448587.2702,1087834.645,1158876.227,1233758.935,1408185.95,1166863.156,1080314.564,1114554.64,513820.4451,1228150.911,985966.7897,1096645.558,1147534.536,918862.7858,1119530.929,1123250.608,1119235.367
pos-M721T50,369426.913,776872.5868,581873.727,799345.8289,621843.306,737239.1623,906079.7133,794369.4989,862568.1047,742039.6083,695596.3858,264416.7121,683106.9183,707089.7155,231321.963,817128.4787,426476.8957
pos-M723T50,368247.8668,731750.8499,724448.4353,933993.1706,833591.6568,652252.1,886451.9152,732143.8691,791648.2161,943686.0732,915642.0921,221146.711,761409.6348,630861.1095,239734.2431,900488.1759,512439.2923
pos-M725T47,104907.8094,155378.3271,189008.1229,145966.3081,158322.2531,28632.1921,152156.5734,214741.5512,163804.3691,145134.7223,171413.3949,32706.89719,130384.8988,187680.9691,104343.9725,158120.6226,20162.60697
pos-M725T50,336178.7586,255148.2293,229931.2532,255456.9406,225024.7288,320548.3986,358518.9415,315124.7244,255827.3994,241102.293,346739.9242,881931.7755,253852.2907,320230.6539,483029.3942,428310.2582,439631.7574
pos-M725T514,6585568.565,2059348.326,1630133.804,4456987.295,5090866.926,5972141.203,2042593.503,882821.1267,942718.1505,1884662.317,1432172.526,401460.3808,17060.378,18055.75659,454962.1644,321660.7086,47836.17492
pos-M725T557,5069909.872,3758705.945,1674907.653,4462109.376,4228503.384,5045937.778,4434818.158,4908723.373,5369935.509,3996966.257,3903186.841,4191136.433,2662773.559,1666650.683,3539395.091,5113477.799,3852163.824
pos-M725T56,1751416.104,1569585.354,907921.9693,1224499.369,863388.0842,922499.7177,861139.1012,724018.3248,841549.9678,1040108.099,1033434.195,300376.2984,886116.4637,1327719.293,182532.8613,1187935.67,459573.7427
pos-M726T557,2288037.008,2200890.5,692413.0802,2496826.129,1781250.213,1942355.041,2503116.773,2316825.433,1638751.774,2048989.284,1799020.43,1888492.094,1250405.34,522865.6364,1912370.262,1758880.903,1869870.336
pos-M726T562,27373.53633,575452.8688,612503.3998,693874.7345,1029499.31,1005909.781,554540.6354,904426.0331,747185.7528,539908.3815,771585.6889,10915.62131,763356.9914,992555.3485,643282.9285,1142677.538,680641.256
pos-M727T47,93677.24839,260231.4971,253371.5018,360543.1544,279778.4354,141432.8543,321937.3967,326376.5081,257343.5316,351865.3483,284474.0606,26200.45722,303491.2995,310467.4633,18119.77537,389650.0116,45777.17119
pos-M727T557,984871.5821,1176578.919,809268.8526,393287.3062,725651.1971,941081.2466,909716.2155,809082.7066,1069193.566,216313.8571,841324.0565,1185032.052,1343083.672,669996.0105,537691.2359,1021580.214,761812.0857
pos-M727T562,346606.3855,208894.1926,267143.8155,334453.7877,403502.6962,518193.1152,276884.0292,327423.9742,386491.1058,242930.1519,258028.0573,339991.9168,340381.3855,342104.3591,255173.1749,407697.0584,336186.8533
pos-M728T213,168906.8116,216536.0691,172717.3428,225706.5328,98460.19122,51786.97966,119985.0895,113056.6369,107375.5789,69420.14441,63932.24463,218812.3345,128365.3463,149799.6794,316424.7603,126370.3944,183233.7297
pos-M729T229,44578.3764,38432.37444,5308.225963,37316.71304,40115.7222,42462.91875,63666.17128,62077.12294,51571.26419,74615.64572,81748.32308,120578.0232,122943.1165,106616.2298,108179.2201,150856.0432,166299.0799
pos-M729T48,224021.4353,167608.7583,171399.7608,271778.5358,171457.304,97957.9006,314757.5882,271665.5626,154830.0289,276871.265,244833.0298,114876.8234,266620.6434,433152.3722,48751.13617,451810.4393,46472.22726
pos-M729T50,241350.1987,1260443.751,1123558.965,1369088.883,1115576.8,1282057.595,922383.4907,1013747.829,956835.6294,1113959.457,965856.5433,935345.1668,856871.0768,581205.9739,947297.1135,874514.5415,988265.7412
pos-M72T473,3751121.799,2904798.223,3549159.283,3718384.775,3090670.777,2540195.002,2828881.408,3205133.443,2922598.514,2579388.924,2777377.47,4661846.859,3350359.774,7258974.109,5053510.916,5737315.517,4104886.8
pos-M72T543,21813118.55,14796893.77,12241229.35,3368757.713,21057872.06,15194490.27,19254850.74,11000030.4,11369193.41,20742103.54,19437961.67,12501292.22,22932757.66,15014543.93,13906008.12,3592718.777,20592949.31
pos-M72T65,27104123.39,13212381,31626735.98,24470292.69,26038548.92,31045864.61,26529381.82,27032812.45,30078832.99,30262095.88,28146137.76,25960374.98,37202157.86,29152397.14,31340770.1,26895326.79,29731728.72
pos-M730T557,951968.3101,392822.9748,4011820.511,4094245.172,3751888.569,3623464.765,2939267.719,3411942.988,3353621.86,2644943.242,1688965.675,206346.9249,3393508.842,3615051.247,3853127.902,3256546.028,3088572.795
pos-M731T50,631122.4704,748115.0978,743627.8857,851583.0695,742538.5891,859452.752,869241.355,782429.1398,643186.2423,736671.9554,506878.2421,364008.7595,472037.8824,381726.3898,828017.815,548987.2543,479270.9273
pos-M731T557_1,248593.0953,2586903.407,2627020.309,2429977.338,4835967.601,4678581.492,2816243.027,3421183.889,3029768.706,2418275.979,2142563.638,3130697.078,2382642.323,2981811.328,3308475.627,4764036.106,3676289.201
pos-M731T557_2,276062.8656,154067.9642,1322741.99,1181267.74,1938370.815,1241474.938,1203065.936,1280044.382,1492006.353,666177.7319,1138385.783,126118.7487,1189419.43,1362617.193,1025468.039,541315.2958,427830.2976
pos-M732T553,11642611.78,11486523.3,6591986.862,6444886.151,10057499.07,11036134.02,4033975.961,3724135.356,4784208.023,5542662.483,4971730.625,2635397.806,3189116.79,16117.6163,2267471.931,22728.06998,28901.47976
pos-M732T556,15249962.06,15323642.39,3808791.004,5149566.511,6214571.547,17270017.62,6203227.122,7809166.342,6915271.394,3062642.2,7608481.799,51946.20206,1447481.345,1290225.985,1381310.35,2051848.943,1261391.445
pos-M732T557,7395138.913,7378583.652,4040026.084,5787207.955,6288021.488,7409565.526,5925599.865,6884094.213,6503665.763,3021959.472,6602398.492,7262257,6595962.425,2495740.151,6833111.417,6297431.614,6824113.228
pos-M733T264,1884374.446,2406727.982,678355.1931,2914019.184,2674920.832,1666632.507,1954586.542,1525312.633,1590727.505,2272219.316,2595849.451,1866427.994,1549099.908,311039.8968,3137383.252,1590860.473,2542916.05
pos-M733T289,3555923.377,4764072.278,1181171.341,4669716.781,4722371.307,2733288.485,3992901.625,3235257.512,986890.3837,3813453.809,4500745.754,7674555.697,24912913.49,593200.5228,3244931.692,2801713.948,3957263.376
pos-M733T346,14983344.74,7172997.247,2035545.231,7939223.687,4939242.387,7103378.772,7562107.784,8987544.634,8971939.142,5050172.756,7830630.28,7003804.674,5404905.011,926325.5146,7805054.506,5836461.898,19739088.74
pos-M733T361,9853972.803,10770434.94,1975372.313,10660459.16,8217528.659,8324283.569,10166852.67,9278545.28,9728487.648,7342621.021,9832184.607,12555109.52,7405912.038,972354.4962,10473094.51,8620064.537,12236671.89
pos-M733T416,18935154.13,15577947.99,3399807.296,17766196.28,12323854.38,11071958.22,26163197.13,8643824.903,10026516.31,13909635.09,15476837.8,18891297.48,7305914.352,5032914.494,11382704.11,14232971.08,20513653.22
pos-M733T46,1214125.352,1577688.589,1092401.358,1300950.61,1248341.022,1195082.023,1470220.076,1213844.485,1452147.846,1230755.544,1458798.388,149685.2356,1225783.899,2546792.596,366224.0751,298904.0166,476048.527
pos-M733T471,9295274.775,9573785.192,1789692.482,13169713.84,7990726.711,10307057.1,13097319.94,9716751.608,10125944.42,7866841.919,9084804.547,9434157.579,4225893.516,6926858.2,9582139.64,11203369.03,13249479.26
pos-M733T48,103276.715,395233.3952,164240.622,200295.7886,244951.3687,267820.1626,262296.5238,322091.8749,223936.009,215003.9094,150441.6092,146154.8678,229431.6667,135220.9798,118360.1561,145880.7903,164840.3709
pos-M733T489,1048103.945,3224080.433,2012584.369,1515902.605,2942587.362,3345812.544,1051590.645,1240640.907,1157844.591,1272673.121,1033455.377,23901.91836,367581.9609,19450.27148,200326.6979,239663.254,292328.294
pos-M733T557_1,16503734.34,12731159.82,3307980.455,15747680.53,13730776.25,19841956.98,16643604.15,15866229.94,15258809.12,15174858.01,20717470.7,15592439.4,6132196.885,11070403.56,13427342.49,13066818.78,20395447.4
pos-M733T557_2,3331598.036,3560768.76,1938785.785,2301170.312,2659291.837,3414971.149,2823498.101,2782351.71,2647662.272,1497290.166,2795157.698,3537453.474,3054755.999,672919.0766,2566629.672,2991034.361,3232340.177
pos-M733T60,36636.57141,228751.1852,220195.106,330363.5981,334611.8746,338859.1993,272948.4346,303158.0354,206702.9399,259049.9698,105163.1477,428186.8016,232406.3813,37073.85444,192959.2835,144614.3224,103460.0226
pos-M734T213,75207.90131,281169.5539,690126.6525,1142570.147,408311.1961,499043.8673,456478.9011,505816.5952,474395.9787,438939.735,492518.2208,4871.07599,1358121.363,307680.2013,336372.1046,564737.3897,328720.6764
pos-M734T557_1,8316784.802,5504892.619,1011756.027,9008254.877,6026624.832,8905809.228,6736539.262,7033943.117,6914052.982,6359444.451,9976071.234,6487484.031,3249908.888,5046020.532,5739223.869,6361857.524,8294894.029
pos-M735T213,17665.81644,111842.4306,253977.495,458931.3817,180326.0049,171340.193,159065.8152,169055.6099,176706.2797,166512.6385,204329.4999,157472.9766,489923.945,123565.9762,125570.8517,223137.3459,112730.6313
pos-M735T263,4610433.218,4189504.941,6320976.454,12042854.1,5646674.668,5809696.006,3874711.472,3759149.153,6222036.828,6495714.019,6131913.822,5248336.306,5050330.192,3502888.897,3024272.53,4827849.748,4177833.285
pos-M735T285,5940923.781,21647516.13,12210611.77,11339482.04,5157374.82,5524428.841,7157333.758,12165838.26,14257931.08,12084243.19,7339658.185,9675962.427,28383548.83,15879583.64,4229004.097,7319764.235,14724008.42
pos-M735T346,35264215.28,15862443.89,26119908.18,20792593.92,15404691.06,19651732.46,16320911.94,16685435.63,18494341.01,20200342.3,13681047.28,17832622.77,16533832.53,27394429.95,21583874.54,19469582.29,15068497.13
pos-M735T361,22240324.92,17723483.61,18715463.26,29257428.59,17866660.62,1165898.034,27250157.59,15226870.72,23861653.32,21891926.47,16465660.12,15112464.29,15037419.35,10821482.76,15681082.15,8923342.744,16406783.92
pos-M735T445,40949692.71,23284299.08,187549290.5,145873408.8,120472188,122090959.1,171805656.7,223664987.5,228785147,161413724.6,76071915.75,214113017,221101737.7,260428912.2,217773390.4,104451441.9,181784425.2
pos-M735T474,27896928.06,24233870.08,19047683.03,32679641.85,13822843.47,17382984.7,32534769.03,24813877.09,22519073.39,30918270.61,17280067.32,21637430.05,24474443.19,27564137.44,2364574.714,11112858.19,19429240.34
pos-M735T48,100578.1338,366719.758,251990.7477,192028.3406,216557.4513,235201.8821,134438.7294,242131.0248,211062.1187,187346.8994,251037.6698,171397.7279,164366.0244,96799.21048,149167.811,183702.6251,213721.7967
pos-M735T504,13608035.34,84557002.26,12702721.61,103356336.9,26568536.27,42971852.88,53379558.77,66004216.5,86360579.5,102178915.6,20563129.69,11170604.9,17546345.58,32676080.97,44420383.1,25842669.64,59135391.01
pos-M735T557,37099873.93,33681601.86,35996524.65,43615728.16,29335702.01,28849309.74,42978143.76,43635189.76,36429777.41,42384114.09,35827697.17,46010724.28,39630939.02,48344429.29,34456018.94,23391998.01,32073531.42
pos-M736T262,2478936.749,4006278.296,1463676.599,2805360.765,1018834.764,998988.6859,608414.4288,1768459.915,1517045.23,1327348.779,478474.9144,1635330.955,1419791.046,1378153.813,4356915.203,1771804.041,1324757.733
pos-M736T285,3027153.536,5273498.342,10811249.7,1836767.449,9520318.474,3296540.193,2663757.74,3967598.926,5160290.99,886061.507,4672583.971,3363822.868,5480339.573,2624698.827,6059956.238,1332686.701,3386542.781
pos-M736T345,11990796.21,6779273.358,5800350.204,7548671.217,6489447.777,3890056.006,17040804.23,9168306.399,9372345.396,7247976.327,5057131.394,6199547.777,4572742.606,5833533.498,15790197.33,4245947.835,5038922.026
pos-M736T362,9463082.609,8973180.076,5060276.986,4825201.941,5164284.544,4940099.591,11196799.4,13475905.97,12534220.34,10257881.39,7616078.954,11430644.47,10791121.2,9477108.533,6459689.075,5545686.838,6575546.972
pos-M736T417,9498345.528,12958627.76,21416623.12,10854112.86,16194358.12,9725961.688,18098358.45,11603283.71,17130429.26,16387564.62,13421891.66,14772877.54,24387722.69,14615847.3,15063747.2,4996704.024,11303254.9
pos-M736T474,7552512.517,10970345.85,11949212.76,10553115.23,8275900.332,12873013.14,25919232.18,16735412.13,13049837.02,14334786.68,12184757.21,12260143.33,14861432.46,15013462.65,27218457.55,8520964.605,10467460.16
pos-M736T526,4406925.642,3325786.604,2767423.972,3516067.506,2116748.808,2301645.379,3905713.7,3885054.36,3193746.782,6700171.218,4398214.503,5159854.415,5741763.69,4451809.831,2630047.635,1830364.83,3376977.924
pos-M736T557,15749593.34,16072392.58,16788356.87,19550015.16,11279189.92,14175158.37,19109372.08,19815803.66,15258926.38,19237374.51,16318174.8,17448576.24,18281577.31,22027595.84,15056201.48,9787052.119,15588690.89
pos-M737T50_1,427026.329,256694.4021,206746.6671,488762.2162,560453.7105,175237.2465,461759.2393,541444.1943,461991.0222,453021.1136,458225.8993,119513.7732,314116.8922,610449.3815,45769.00935,521768.3257,176100.2658
pos-M737T50_2,29470.28377,1145987.386,915500.8512,1061948.593,835933.9655,1435406.506,879994.7406,867321.205,717839.647,731851.5767,743515.2889,1775364.475,611069.9566,94895.93284,1223267.403,375042.462,1163722.041
pos-M737T557,4076783.788,4151863.109,3635804.282,5235265.215,2392050.044,2872466.081,5158415.802,4549547.506,4190226.127,4571779.613,3548271.893,4210794.265,4285319.782,5990579.907,3909787.879,3310825.974,3355601.548
pos-M738T557,620308.4271,716206.51,747554.3331,645789.3363,221468.1013,433278.0308,812933.4055,685145.2498,843907.786,780980.195,625318.2929,929614.6836,750809.4845,1126424.517,642588.1681,420750.718,320851.494
pos-M739T437,208007.5431,584767.7177,516161.0962,263395.177,289345.1879,337750.1379,490251.3644,388859.1478,665833.928,567616.4199,362590.3814,667876.4232,1284798.557,1710457.006,229988.6444,896229.5434,389382.9284
